,COW,Old Coup ID#,New Coup ID#,country,Month,Day,Year,Coup ID Type,Description of Event,Milan Description,Realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime
905,625,62592585,62509251985,Sudan,9,25,1985,,Attempted Coup,0,0,1,Sadiq al Mahdi,prime minister,"Col. Garang, Yacoub Ismail, Youssef Kewa",.,.,A politician from the southern Nuba tribe over one hundred civilians and military personnel attempted a coup against the government. The coup attempt was ended and many were arrested.,SD,AF,9/25.0/1985.0
906,625,62563089,62506301989,Sudan,6,30,1989,,Coup,coup,1,0,Sadiq al Mahdi,prime minister,BG Omar Hassan Ahmad al-Bashir,al-Bashir,revolutionary command council for national salvation junta chairman,Political instability in the civilian coalition government prompted al-Bashir to led a coup with a group of army officers against the civilian regime. He created and seated himself at the head of a new junta.,SD,AF,6/30.0/1989.0
907,625,6253.199,62503001990,Sudan,3,0,1990,,Conspiracy Coup,0,0,1,al-Bashir,revolutionary command council for national salvation junta chairman,army officers,.,.,Several officers conspired to overthrow al-Bashir but the plot was partial disrupted.,SD,AF,3/0.0/1990.0
908,625,62542390,62504231990,Sudan,4,23,1990,,Attempted Coup,0,0,1,al-Bashir,revolutionary command council for national salvation junta chairman,"incl. MG Khalid al Zayn Ali, MG Abdul Kader, BG Mohammed Osman Hamed Kavar",.,.,"Some of the conspirators from the previous disrupted plot attempted their coup in a second stage. The loyalist forces ended the attempted, several plotters faced execution.",SD,AF,4/23.0/1990.0
909,625,62591290,62509121990,Sudan,9,12,1990,,Attempted Coup,0,0,1,al-Bashir,revolutionary command council for national salvation junta chairman,Non-commissioned officers (Nuba),.,.,Non-commissioned offices from the Nuba tribe attempted to overthrow al-Bashir.,SD,AF,9/12.0/1990.0
910,625,62541691,62504161991,Sudan,4,16,1991,,Attempted Coup,0,0,1,al-Bashir,revolutionary command council for national salvation junta chairman,army officers,.,.,Unidentified army officers attempted a coup against the Bashir regime,SD,AF,4/16.0/1991.0
911,625,62582391,62508231991,Sudan,8,23,1991,,Conspiracy Coup,0,0,1,al-Bashir,revolutionary command council for national salvation junta chairman,unspecified,.,.,Unspecified individuals conspired against the al-Bashir regime. Reason and consequence is unknown.,SD,AF,8/23.0/1991.0
912,625,6252292,62502021992,Sudan,2,2,1992,,Conspiracy Coup,0,0,1,al-Bashir,revolutionary command council for national salvation junta chairman,unspecified,.,.,Unspecified individuals conspired against the al-Bashir regime. Reason and consequence is unknown.,SD,AF,2/2.0/1992.0
913,625,62541592,62504151992,Sudan,4,15,1992,,Conspiracy Coup,0,0,1,al-Bashir,revolutionary command council for national salvation junta chairman,unspecified,.,.,Unspecified individuals conspired against the al-Bashir regime. Reason and consequence is unknown.,SD,AF,4/15.0/1992.0
914,625,6253796,62503071996,Sudan,3,7,1996,,Conspiracy Coup,0,0,1,al-Bashir,president,unspecified,.,.,Unspecified individuals conspired against the al-Bashir regime. Reason and consequence is unknown.,SD,AF,3/7.0/1996.0
915,625,625121299,62512121999,Sudan,12,12,1999,,coup,auto-coup,1,0,Hasson al-Turabir,Speaker of parliament,President al-Bashir,al-Bashir,dictator/president,"Hasson al-Turabir was a political rival with al-Bashir. al-Bashir protested to his Islamic ideological agenda and his ties to rebel and international terrorist groups, include Al Qaeda. As the economic and political violence situation in the country worsened, al-Bashir believed he would be served by consolidating his power so we ordered tanks and troops to oust al-Turabir, who was speaker of the parliament. This move helped to concentrate absolute power in al-Bashir's hands.",SD,AF,12/12.0/1999.0
916,625,62533104,62503312004,Sudan,3,31,2004,,Conspiracy Coup,0,0,1,al-Bashir,dictator/president,Hasan Abdullah al-Turabi,.,.,Hasan Abdullah was accused of conspiring with rebel elements to overthrow the al-Bashir regime.,SD,AF,3/31.0/2004.0
917,625,62592504,62509252004,Sudan,9,25,2004,,Conspiracy Coup,0,0,1,al-Bashir,dictator/president,Hasan Abdullah al-Turabi; JEM,.,.,Hasan Abdullah was accused of conspiring with rebel elements to overthrow the al-Bashir regime.,SD,AF,9/25.0/2004.0
918,115,11522580,11502251980,Suriname,2,25,1980,,Coup,coup,1,0,Henck Arron,prime minister,"Sgts. Neede, Sital, Abrahams, Horb, Mijnals, Joeman, Bouterse; Lt. Van Rey",Desi Bourterse,National Military Council of Suriname junta chairman,Bourterse and his group of sergeants overthrew the civlilian head of government Aaron due to the corruption and economic problems facing the country. Bourterse established himself as the head of a military junta. The civilian president resigned some time later in protest.,SR,SA,2/25.0/1980.0
919,115,1155680,11505061980,Suriname,5,6,1980,,Attempted Coup,0,0,1,Desi Bourterse,National Military Council of Suriname junta chairman,Frits Ormskerk; Johannes Cornelis Krol; Jan Pronk,.,.,"Civilians led a coup attempt against the new military junta. Exact reasoning or consequences are unknown. The attempt, however, failed.",SR,SA,5/6.0/1980.0
920,115,11581580,11508151980,Suriname,8,15,1980,,Coup,auto-coup,1,0,Johan Ferrier,president,Sgt-Maj. Desi Bouterse,Desi Bourterse,National Military Council of Suriname junta chairman,Bourterse moved to consolidate power over the country by removing members of his junta and the civilian president. He also dissolved the legislature and declared a state of emergency in an apparent self-coup.,SR,SA,8/15.0/1980.0
921,115,11531581,11503151981,Suriname,3,15,1981,,Attempted Coup,0,0,1,Desi Bourterse,National Military Council of Suriname junta chairman,Sgt-Maj. Willem Hawker,.,.,Sgt. Major Hawker disapproved of Bourterse's consolidation of power and emergency measures to repress dissidents in the population. He launched a coup attempt aimed at undoing these measures but he failed. He was jailed.,SR,SA,3/15.0/1981.0
922,115,11531182,11503111982,Suriname,3,11,1982,,Attempted Coup,0,0,1,Desi Bourterse,National Military Council of Suriname junta chairman,Lieut. Surinder Rambocus,.,.,An officer led a coup similar to Hawker's a year before. Hawker was freed during the attempt but the coup fell apart and several people were executed including Hawker.,SR,SA,3/11.0/1982.0
923,115,11512882,11512081982,Suriname,12,8,1982,,Conspiracy Coup,0,0,1,Desi Bourterse,National Military Council of Suriname junta chairman,opposition leaders,.,.,Labor and opposition leaders allegedly conspired against Bourterse. This lead to their abduction and murder. It is unclear if a coup or other action to bring down the government was plotted.,SR,SA,12/8.0/1982.0
924,115,11513083,11501301983,Suriname,1,30,1983,,Conspiracy Coup,0,0,1,Desi Bourterse,National Military Council of Suriname junta chairman,Maj. Roy Horb; Lt. John Hardjoprajitno; Jan Sariman,.,.,At least two officers and one civilian plotted against the military junta.,SR,SA,1/30.0/1983.0
925,115,115112583,11511251983,Suriname,11,25,1983,,Conspiracy Coup,0,0,1,Desi Bourterse,National Military Council of Suriname junta chairman,Oemperkash Gobardham; Henck Chin-a-Sen,.,.,A former president was among those conspiring to topple the Bourterse regime.,SR,SA,11/25.0/1983.0
926,115,1154184,11504011984,Suriname,4,1,1984,,Conspiracy Coup,0,0,1,Desi Bourterse,National Military Council of Suriname junta chairman,Oskar Kluis; John Barrow; Movement for the Liberation of Suriname,.,.,An opposition movement conspired to overthrow the government.,SR,SA,4/1.0/1984.0
927,115,11572886,11507281986,Suriname,7,28,1986,,Conspiracy Coup,0,0,1,Desi Bourterse,National Military Council of Suriname junta chairman,US mercenaries arrested in New Orleans,.,.,Armed mercenaries from the United States were arrested for apparently conspiring to aid in the overthrow of the Bourterse regime.,SR,SA,7/28.0/1986.0
928,115,115122490,11512241990,Suriname,12,24,1990,,Coup,,1,0,Ramsewak Shankar,president,Cmd. Iwan Granoogst; Col. Desi Bouterse,Iwan Granoogst,acting president,"Bouterse disapproved of the new civilian president's policies, especially those concerning the jungle tribes. He threatened a coup by telephone, forcing Shankar to flee and Iwan Granoogst to take over as acting president.",SR,SA,12/24.0/1990.0
929,365,365101564,36510151964,Russia/USSR,10,15,1964,,Coup,Coup,1,0,Nikita Khrushchev,party secretary,Leonid Brezhnev,Leonid Brezhnev,party secretary,"Khrushchev's rule became erratic and he failed to address the economic problems the nation. As a result, Brezhnev plotted with the party to dismiss him from authority. This was successfully done without resistance from Khrushchev who more or less accepted the coup. Brezhnev was elected the new party chairman.",,,10/15.0/1964.0
930,365,3652.199,36502001990,Russia/USSR,2,0,1990,,Conspiracy Coup,0,0,1,Gorbechev,party secretary,unspecified,.,.,Unspecified individuals conspired against Gorbechev.,,,2/0.0/1990.0
931,365,36582191,36508211991,Russia/USSR,8,21,1991,,Coup,Coup,1,0,Gorbechev,party secretary,"Gennady Yanavev, Valentin Pavlov, Vladimir Kryuchkov, ""Gang of Eight""",Boris Yeltsin,president,"Civilian and military communist hardliners greatly opposed Gorbechev's domestic reforms and his plan to break up the Union into independent republics. As a result they launched a coup which failed in that they were not able to take power, but effectively ended Gorbechev's hold on power. The coup was broken by public action against the coup and a reluctance by the hardliners to shed blood. In the aftermath, Gorbechev was not in effective command with power in effect being transfered to Yeltsin.",,,8/21.0/1991.0
932,572,5722.1983,57202001983,Swaziland,2,0,1983,,Conspiracy Coup,0,0,1,D.Shongwe,royal ruler,unspecified,.,.,Unspecified individuals conspired to dethrone the acting regent.,,,2/0.0/1983.0
933,572,57281083,57208101983,Swaziland,8,10,1983,,Coup,Coup,1,0,D.Shongwe,royal ruler,Prince Sozisa Dlamini,Queen Ntombe,royal ruler,Prince Dlamini along with a sector of the royal family dethroned the regent and seated Ntombi as queen contrary to the King's wishes.,,,8/10.0/1983.0
934,572,57212.1983,57212001983,Swaziland,12,0,1983,,Conspiracy Coup,0,0,1,Queen Ntombe,royal ruler,"incl. Prince Matatazela, Princess Neane, Princess Buyisile, Royal Wife Lamndzebele",.,.,Another sector of the royal family conspired to oust the newly appointed Queen.,,,12/0.0/1983.0
935,572,57232084,57203201984,Swaziland,3,20,1984,,Conspiracy Coup,0,0,1,Queen Ntombe,royal ruler,unnamed,.,.,unnamed individuals conspired against the Queen.,,,3/20.0/1984.0
936,572,5726.1984,57206001984,Swaziland,6,0,1984,,Attempted Coup,0,0,1,Queen Ntombe,royal ruler,Prince Sozisa,.,.,"Prince Sozisa attempted a coup against his own appointed Queen. Months afterwards, he fell out of favor and power with the royal family.",,,6/0.0/1984.0
937,652,65233049,65203301949,Syria,3,30,1949,,Coup,0,1,0,Shurkri al-Quwatli,President,Col. Husni Zaim,Husni al-Zaim,President,"The United States covertly supported the ousting of al-Quwatli due to his opposition to an oil pipeline and his tolerance of communist party, the military coup leaders cited the victory of Israel and his unpopularity for the reason behind his overthrow. Husni named himself president in the aftermath.",SY,AS,3/30.0/1949.0
938,652,65281449,65208141949,Syria,8,14,1949,,Coup,0,1,0,Husni al-Zaim,President,Col. Sami Hinnawi,Sami al-Hinnawi,President/junta chairman,Sami Hinnawi overthrew the military with the aid of the Syrian Social Nationalist Party. Sami Hinnawi became the junta chairman.,SY,AS,8/14.0/1949.0
939,652,652121449,65212141949,Syria,12,14,1949,,Coup,0,1,0,Sami al-Hinnawi,President/junta chairman,Hassan Al-Shishakli,Hassan Al-Shishakli,President/junta chairman,Shishakli returned the country to military rule to forestall what he saw was a Heshimite take over of the country. Shishakli ruled the country as the effective leader through the military while he directed the activities of a parallel civilian government.,SY,AS,12/14.0/1949.0
940,652,652112851,65211281951,Syria,11,28,1951,,Coup,0,1,0,Zaki al-Khatib,Prime Minister,Col. Adib Shishakli,Fawzi Selu/Hashim al AtassiShishakli,president and prime minister/military junta chairman,Shishakli launched another coup against the civilian leadership to halt Heshemite/Iraqi influence in the country. He ousted the prime minister and cabinet while restricting the president's powers. He appointed the prime minister and eventually the president while Atassi resigned in protest. Shishakli remained the effective ruler.,SY,AS,11/28.0/1951.0
941,652,652122952,65212291952,Syria,12,29,1952,,Conspiracy Coup,0,0,1,Fawzi Selu/General Shishakli,President/military ruler,"Maj-Gen. Bannud, Lt-Col. Kareem, Mahmoud Shawkat, Akram Haurani, Michel Aflak, Salah-ed-Din Bitar",.,.,The early Baath Party leaders allegedly conspired to overthrow the military regime of Selu and Shishakli.,SY,AS,12/29.0/1952.0
942,652,65222554,65202251954,Syria,2,25,1954,,Coup,,1,0,Col. Adib Shishakli,military dictator,unspecified,Hashim al-Atassi,President,"Rising discontent from the communist party, the Druze, the early Baath Party, and even from the young officer corps led to downfall of Shishakli. An insurgency backed by defecting portions of the military forced him from office.",SY,AS,2/25.0/1954.0
943,652,65242255,65204221955,Syria,4,22,1955,,Conspiracy Coup,0,0,1,Hashim al-Atassi,President,Syrian Populist Party,.,.,The Syrian Populist Party was accused of plotting a coup against Hashim. The discovery of the plot aborted the attempt.,SY,AS,4/22.0/1955.0
944,652,652...1956,65200001956,Syria,0,0,1956,,Conspiracy Coup,0,0,1,Shukri Al Kuwatki,President,Former dictator Adib Shishakli with British support,.,.,The British allegedly aided former dictator Shishakli in plotting to take over the country in 1956.,SY,AS,0/0.0/1956.0
945,652,65292861,65209281961,Syria,9,28,1961,,Coup,0,1,0,Gamel Nasser,president of the UAR,army; Al-kuzbari,Al-Kuzbari,prime minister,"Nasser of Egypt centralized power in Egypt at the expense of the Syrian partners of the UAR. His ally in Syria resigned and the army, facing the prospects of being left out of the resource allocation process, launched a coup and brought Al-Kuzbari to the head of government to declare Syria independent again.",SY,AS,9/28.0/1961.0
