,Unnamed: 0,COW,Old Coup ID#,New Coup ID#,country,month,day,year,coup_id,event,Milan Description,realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime,date
962,964,702.0,7028.1997,70208001997.0,Tajikistan,8,0,1997,,attempted coup,0,No,1.0,Emomalii Rahmon,president,"democratic, nationalist and islamic opposition groups",.,.,Rahmon survived a coup attempt by his political opposition. The consequences are unknown.,TJ,AS,1997-08-01,1997-8
963,965,702.0,70211.1998,70211001988.0,Tajikistan,11,0,1988,,attempted coup,0,No,1.0,Emomalii Rahmon,president,"democratic, nationalist and islamic opposition groups",.,.,Rahmon survived a second coup attempt by his opposition. The precise faction nor the consequences are unknown.,TJ,AS,1988-11-01,1988-11
964,966,510.0,51011964,51001191964.0,Tanzania,1,19,1964,,attempted coup,0,No,1.0,Julius Nyerere,president,black members of the armed forces,.,.,Black officers attempted to overthrow their white military officers and the white colonial government as they marched on the capital. Loyalist forces forced them back to their barracks.,TZ,AF,1964-01-01,1964-1
965,967,510.0,51072167,51007211967.0,Tanzania,7,21,1967,,conspiracy coup,0,No,1.0,Julius Nyerere,president,"Eli Anangisye, Kassim Hanga",.,.,"Kassim Hanga, the prime minister of Zanzibar and Eli Anagisye allegedly plotted to overthrow the Nyerere regime. The reason and consequences are unknown.",TZ,AF,1967-07-01,1967-7
966,968,510.0,510101169,51010111969.0,Tanzania,10,11,1969,,conspiracy coup,0,No,1.0,Julius Nyerere,president,"Oscar Kambona, Bibi Titi Mohammed, Gray Likungu Mattaka, John Dunstan Chipaka",.,.,Former foreign affairs Kambona went into exile after denouncing Nyerere's turn to Chinese communism. From exile he and others plotted to overthrow the regime. The plotters were arrested and tried. Kambona was convicted in abstentia since he was in exile in London.,TZ,AF,1969-10-01,1969-10
967,969,510.0,51062680,51006261980.0,Tanzania,6,26,1980,,attempted coup,0,No,1.0,Julius Nyerere,president,unspecified,.,.,Unspecified individuals attempted to overthrow Nyerere. Reason and consequences are unknown.,TZ,AF,1980-06-01,1980-6
968,970,510.0,5101.1983,51001001983.0,Tanzania,1,0,1983,,conspiracy coup,0,No,1.0,Julius Nyerere,president,Hatty Maghee and more than 30 others,.,.,Hatty Maghee and other individuals conspired to overthrow the Nyerere government. It is unclear why or the consequences they faced.,TZ,AF,1983-01-01,1983-1
969,971,510.0,5101.1988,51001001988.0,Tanzania,1,0,1988,,conspiracy coup,0,No,1.0,Ali Hassan Mwinyi,president,unspecified,.,.,Unspecified individuals conspired to overthrow Ali Hassan. The reasonining or unconsequences for the conspirators is not known.,TZ,AF,1988-01-01,1988-1
970,972,800.0,80011847,80011081947.0,Thailand,11,8,1947,,coup,0,Yes,0.0,Thawan Thamrong Nawasawat,prime minister,National Soldiers Committee leader Lt. General Phin Chunhawan,Khuang Aphaiwong,prime minister,"The military overthrew Rear Admiral and PM Thamrong in response to series of damaging scandels, high consumer prices, and ongoing corruption in the regime. Khuang ascended to the prime minister position.",TH,AS,1947-11-01,1947-11
971,973,800.0,800111647,80011161947.0,Thailand,11,16,1947,,conspiracy coup,0,No,1.0,Khuang Aphaiwong,prime minister,unspecified,.,.,Unspecified individuals conspired against the new regime. The reasoning and consequences are unknown.,TH,AS,1947-11-01,1947-11
972,974,800.0,80010148,80010011948.0,Thailand,10,1,1948,,conspiracy coup,0,No,1.0,Plaek Phibunsong khram,prime minister,"Army General Staff including Thawi Bunyaket, Nai Dirak Jayanama",.,.,"The Army General Staff lashed out at the government for its continued corruption and inefficiency and plotted to overthrow it at Plaek's birthday celebration. Advanced warning reached the government the Army was purged, rooting out the plotters.",TH,AS,1948-10-01,1948-10
973,975,800.0,80022449,80002241949.0,Thailand,2,24,1949,,attempted coup,0,No,1.0,Plaek Phibunsong khram,prime minister,Pridi Phanomyong,.,.,"Pridi Phanomyong sought to restore his influence in the government after Plaek took power. He, a loyal army officer, and students took over the university, the palace and communications in the country. Troops loyal to the government ousted the rebel forces and quickly restored order. A violent battle ensued when the rebels retreated.",TH,AS,1949-02-01,1949-2
974,976,800.0,80062951,80006291951.0,Thailand,6,29,1951,,attempted coup,0,No,1.0,Plaek Phibunsong khram,prime minister,Royal Thai Naval Officers,.,.,Several naval officers took the prime minister hostage. He was eventually forced to swim to shore after a large contingent of loyal armed forces sunk the rebel fleet he was captive on. The navy lost considerable influence both in the government and the armed forces in general in the aftermath.,TH,AS,1951-06-01,1951-6
975,977,800.0,800112951,80011291951.0,Thailand,11,29,1951,,coup,0,Yes,0.0,Plaek Phibunsong khram,prime minister,Gen. Phin Chunhawan,Plaek Phibunsong khram,prime minister under constitutional supervision of the military authorities,"The Coup Group who made up an informal military junta carried out a coup to reduce the influence of civilians in the government. The generals shuttered the legislature and started a provisional government in the absence of the king. They convinced Plaek to act as the head of the provisional government. In the end, the generals gain most of the political power in the country.",TH,AS,1951-11-01,1951-11
976,978,800.0,800111052,80011101952.0,Thailand,11,10,1952,,conspiracy coup,0,No,1.0,Plaek Phibunsong khram,prime minister,"Kularb Saipardit, communists",.,.,The Police Chief cited a plot by Russian and Chinese communists to overthrow the government. He reported some 200 people had been arrested.,TH,AS,1952-11-01,1952-11
977,979,800.0,80082653,80008261953.0,Thailand,8,26,1953,,conspiracy coup,0,No,1.0,Plaek Phibunsong khram,prime minister,Lt. General Kach Songgram and ten others suspected to be communists,.,.,11 people including a Lt. General was arrested for plotting a communist coup of the government.,TH,AS,1953-08-01,1953-8
978,980,800.0,80091657,80009161957.0,Thailand,9,16,1957,,coup,0,Yes,0.0,Plaek Phibunsong khram,prime minister,"Marshal Sarit Thanarat, Marshal Thanom Kittikachorn",Sarit Thanarat,Coup Group informal junta leader,"In response to public and royal outrage over allegedly rigging of the 1957 elections and continued corruption of the Phibun regime, the armed forces launched led by Sarit launched a coup to oust Phibun. The coup was successful and Sarit took control over the government through his informal junta.",TH,AS,1957-09-01,1957-9
979,981,800.0,800102058,80010201958.0,Thailand,10,20,1958,,coup,0,Yes,0.0,Thanom Kittikachorn,prime minister,Sarit Thanarat,Sarit Thanarat,Revolutionary Council Chairman/Junta,Sarit believed democracy had failed to restrain politicians and solve the country's economic problems. He launched a second coup to bring back traditional Thai benevolent despotism.,TH,AS,1958-10-01,1958-10
980,982,800.0,800111771,80011171971.0,Thailand,11,17,1971,,coup,auto-coup,Yes,0.0,Thanom Kittikachorn,prime minister,Thanom Kittikachorn,Thanom Kittikachorn,National Executive Council chairman,Thanom and the military removed the constitution and legislature in a self-coup. All powers were appropriated to the National Executive Council. The coup was launched to stem the threat from communist infiltration.,TH,AS,1971-11-01,1971-11
981,983,800.0,800101473,80010141973.0,Thailand,10,14,1973,,coup,Revolt,Yes,0.0,Thanom Kittikachorn,National Executive Council chairman,student uprising,Sanya Dharmaski,prime minister,Three days of violence and strikes forced Thanom and his regime to flee. Students demanded the return of the constitution and elected government. The king appointed Sanya to premier a transitional government.,TH,AS,1973-10-01,1973-10
982,984,800.0,80010676,80010061976.0,Thailand,10,6,1976,,coup,0,Yes,0.0,Seni Pramoj,prime minister,"incl. Adm. Sa-ngad, Gen. Kriangsak, Air Chief Marshal Kamol",Sangad,Administrative Reform Council junta,An attack by police and right-wing paramilitaries on left-wing college students leaves dozens dead. The military intervenes to end the blood shed and restore control. Admiral Sangrad leads a short-lived military junta in the aftermath.,TH,AS,1976-10-01,1976-10
983,985,800.0,80032677,80003261977.0,Thailand,3,26,1977,,attempted coup,0,No,1.0,Thanin Kraivichien,prime minister,Gen. Chalard Hiranyasiri,.,.,"A group of young military officers aired a coup declaration on the radio. The attempt was quickly ended. The officers sought wide political changes in the country,",TH,AS,1977-03-01,1977-3
984,986,800.0,800102077,80010201977.0,Thailand,10,20,1977,,coup,0,Yes,0.0,Thanin Kraivichien,prime minister,Admiral Sangad,Sangad,Administrative Reform Council junta,Sangad overthrew the prime minister whom he accused of dividing the country and failing to adress the economic situation. Sangad's junta remained in power for a month.,TH,AS,1977-10-01,1977-10
985,987,800.0,8004181,80004011981.0,Thailand,4,1,1981,,attempted coup,0,No,1.0,Prem Tinsulanond,Prime Minister,Gen. Sant Chitpatima,.,.,Reformist Colonels attempted a coup against the military prime minister. They gave up after a three days of negotiations. Most were allowed to go into exile.,TH,AS,1981-04-01,1981-4
986,988,800.0,8007484,80007041984.0,Thailand,7,4,1984,,conspiracy coup,0,No,1.0,Prem Tinsulanond,Prime Minister,communist party,.,.,Members of the outlawed communist party conspired with unknown outside powers to overthrow the government. They were arrested.,TH,AS,1984-07-01,1984-7
987,989,800.0,8009985,80009091985.0,Thailand,9,9,1985,,attempted coup,0,No,1.0,Prem Tinsulanond,Prime Minister,"incl. Col. Manoon Rupkachorn, Wing Comm. Manat Rupkachorn",.,.,The leaders from the April 1st coup attempt once again try to overthrow the military prime minister in order to press for reforms in the government and military. They were backed by a wealthy businessman who feared prosecution for financial crimes. The coup attempt was violent and several of the participants faced trials.,TH,AS,1985-09-01,1985-9
988,990,800.0,80022391,80002231991.0,Thailand,2,23,1991,,coup,0,Yes,0.0,Chatichai Choonhavan,Prime Minister,Gen. Sunthorn Kongsompong,Sunthorn Kongsompong,National Peacekeeping Council junta chairman,The military overthrew Choonhavan because of the alleged corruption promoted by the regime. Sunthorn seated himself at the head of the National Peacekeeping Council.,TH,AS,1991-02-01,1991-2
989,991,461.0,46111363,46101131963.0,Togo,1,13,1963,,coup,0,Yes,0.0,Sylvanus Olympio,President,Sgt.Maj. Emmanuel Bodjolle,Emmanuel Bodjollé,Insurrection Committee junta chairman,"The military cited tensions with Ghana in their urgent pleas to Olympio to increase their funding. When the pleas were denied, the military overthrew his government and assassinated him. Coup leader Bodjolle chaired the junta in the aftermath.",TG,AF,1963-01-01,1963-1
990,992,461.0,4614963,46104091963.0,Togo,4,9,1963,,conspiracy coup,0,No,1.0,Nicolas Grunitzky,President,Noel Kutuklui; United Togolese party,.,.,The United Togolese party conspired to overthrow the Grunitzky regime.,TG,AF,1963-04-01,1963-4
991,993,461.0,4617464,46107041964.0,Togo,7,4,1964,,conspiracy coup,0,No,1.0,Nicolas Grunitzky,President,Theophile Mally; Maj. Bodjolle,.,.,Civilians and military officers were involved in a conspiracy against Grunitzky. The reasons behind the plot or the consequences for the plotters are unknown.,TG,AF,1964-07-01,1964-7
993,995,461.0,461112066,46111201966.0,Togo,11,20,1966,,attempted coup,0,No,1.0,Nicolas Grunitzky,President,M. Kutuklui; Benoit Malou; Pierre Adossama,.,.,Political civilian opponents of Grunitzky inspired a coup attempt. The consequences for the attemptors is not known.,TG,AF,1966-11-01,1966-11
994,996,461.0,46111367,46101131967.0,Togo,1,13,1967,,coup,Coup,Yes,0.0,Nicolas Grunitzky,President,LTC Etienne Eyadema,Kelber Dadjo,National Reconciliation Committee junta chairman,Eyadmea and the military overthrew Grunitzky and suspended democratic practices. Coup co-leader Dadjo became chairman of the junta which followed.,TG,AF,1967-01-01,1967-1
995,997,461.0,46141467,46104141967.0,Togo,4,14,1967,,coup,Coup,Yes,0.0,Kelber Dadjo,National Reconciliation Committee junta chairman,LTC Etienne Eyadema,Eyadema,president/dictator,Eyadmea unilaterally dismissed Dadjo from his position of junta chairman and declared himself president.,TG,AF,1967-04-01,1967-4
996,998,461.0,46151569,46105151969.0,Togo,5,15,1969,,conspiracy coup,0,No,1.0,Eyadema,president/dictator,Bonito Herbert Olympio,.,.,A relative of former president Olympio conspired against president Eyadema.,TG,AF,1969-05-01,1969-5
997,999,461.0,4618870,46108081970.0,Togo,8,8,1970,,attempted coup,0,No,1.0,Eyadema,president/dictator,Noel Kutuklui,.,.,"An individual by the name of Kutuklui led a coup attempt. The circumstances, reason, and consequences are unknown.",TG,AF,1970-08-01,1970-8
1000,1002,461.0,46192386,46109231986.0,Togo,9,23,1986,,attempted coup,0,No,1.0,Eyadema,president/dictator,"Gilchrist Olumpio, Capt. Francisco Lawson",.,.,Opposition leader Gilchrist and a military officer led a coup attempt against Eyadema without success. The consequences for the attemptors are not known.,TG,AF,1986-09-01,1986-9
1001,1003,461.0,46182691,46108261991.0,Togo,8,26,1991,,attempted coup,auto-coup,No,1.0,Eyadema,president/dictator,Pres. Eyadema attempt to suspend national transition conference,.,.,"A new head of government was elected to head a transititional democratic regime during a conference. Realizing his role as dictator would end Eyadema ordered the military to end the conference and transfer of power in a self-coup attempt. Eyadema ultimately accepted his new, much less powerful role.",TG,AF,1991-08-01,1991-8
1002,1004,461.0,46110191,46110011991.0,Togo,10,1,1991,,attempted coup,0,No,1.0,Eyadema,president/dictator,"Lt. Gnassingbe Ta, Maj. Marusse Djoua",.,.,Several military officers attempted a coup against Eyadema. Consequences are not known.,TG,AF,1991-10-01,1991-10
1003,1005,461.0,461112891,46111281991.0,Togo,11,28,1991,,attempted coup,0,No,1.0,Eyadema,president/dictator,troops loyal to Eyadema,.,.,Soldiers allied with Eyadema turned against him and attempted to remove him from power. The consequences they faced are not known.,TG,AF,1991-11-01,1991-11
1004,1006,461.0,46112391,46112031991.0,Togo,12,3,1991,,attempted coup,0,No,1.0,Eyadema,president/dictator,rebel soldiers,.,.,Soldiers in opposition to Eyadema attempted to overthrow him. They were not successful.,TG,AF,1991-12-01,1991-12
1005,1007,461.0,4612505,46102052005.0,Togo,2,5,2005,,coup,0,Yes,,Eyadema,president/dictator,Military; Faure Gnassingbe,Faure Gnassingbe,president,When Eyadema was flown out of the country for medical treatment and then died en route to care the military stepped in and declared Eyadema's son Faure to be president. This ran contrary to the constitution which stated the absent president of the legislature was to take power. The power grab was declared internationally to be a coup.,TG,AF,2005-02-01,2005-2
